Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
Land-Rover,Discovery,2.7TDV6 HSE,suv,2004,270000,190,Automatic,Diesel,9.4,5,Silver,09004,Burgos,Private,12000
Jaguar,XJ,3.0D SWB Premium Luxury Aut.,sedan,2012,86000,275,Automatic,Diesel,7.0,5,Burgundy,09200,Burgos,Private,24700
Hyundai,Coupe,2.0 16v FX,coupe,2000,178000,137,Manual,Petrol,7.9,3,Burgundy,09240,Burgos,Private,1500
Lexus,IS 300,300h F Sport,sedan,2017,49862,223,Automatic,Hybrid,4.3,5,White,09005,Burgos,Private,23100
Toyota,Corolla,Touring Sports 180H Style,familiar,2021,8000,184,Automatic,Hybrid,3.9,5,White,09006,Burgos,Private,25500
Ford,S-Max,2.0TDCI Titanium 163,minivan,2012,120200,163,Manual,Diesel,5.7,5,White,09135,Burgos,Private,10300
BMW,3 Series,Serie 3 E92 Coupé Coupé,coupe,2010,121500,170,Manual,Petrol,6.6,3,White,09200,Burgos,Private,11800
Audi,A6 allroad,quattro 3.0TDI S-Tronic 204,suv,2012,206000,204,Automatic,Diesel,6.1,5,White,09001,Burgos,Private,19800
SsangYong,REXTON,W 200 e-Xdi Limited 4x4,suv,2015,55000,155,Manual,Diesel,7.4,5,White,09007,Burgos,Private,16500
Ford,Transit Connect,FT 200 S TDCi 90,van,2004,179000,90,Manual,Diesel,9.0,5,White,09003,Burgos,Private,2500
Ford,Focus,2.5 ST Racing Orange,sedan,2006,145000,226,Manual,Petrol,9.3,5,Orange,09210,Burgos,Private,13200
Audi,Cabriolet,Audi A4 Cabrio 2.0 TFSI Multitronic,cabrio,2007,150000,200,Automatic,Petrol,8.5,3,Orange,09005,Burgos,Private,12490
MINI,Cooper D,,small,2012,159000,111,Manual,Diesel,3.8,5,Beige,35010,Las Palmas,Dealer,8990
Citroen,C8,2.0HDI Seduction 135,minivan,2011,150000,136,Manual,Diesel,5.9,5,Beige,35118,Las Palmas,Dealer,8900
Chevrolet,Captiva,2.0VCDi LS7+ Selección,suv,2010,109000,126,Manual,Diesel,7.2,5,Beige,35620,Las Palmas,Dealer,7900
Renault,Captur,TCe Energy Zen 66kW,suv,2018,33999,90,Manual,Petrol,5.1,5,Beige,35014,Las Palmas,Dealer,13995
Renault,Captur,TCe GPF Zen 96kW,suv,2019,19500,131,Manual,Petrol,5.6,5,Beige,35014,Las Palmas,Dealer,14495
Peugeot,208,1.2 VTi Access,small,2013,119000,82,Manual,Petrol,4.5,5,Blue,35010,Las Palmas,Dealer,5990
Toyota,Corolla,1.6 VVT-i Terra,small,2020,4000,110,Manual,Petrol,7.0,5,Blue,35010,Las Palmas,Dealer,16990
Jaguar,XF,3.0 V6 Diesel Luxury 240 Aut.,sedan,2009,136000,241,Automatic,Diesel,6.8,5,Blue,35500,Las Palmas,Dealer,13995
Audi,A6,3.0TDI Multitronic 204,sedan,2012,123000,204,Automatic,Diesel,5.2,5,Blue,35400,Las Palmas,Dealer,15900
Renault,Megane,S.T. 1.3 TCe GPF R.S. Line EDC 117kW,familiar,2021,8,159,Automatic,Petrol,5.3,5,Blue,35000,Las Palmas,Dealer,22442
Renault,Clio,Grand Tour 1.2 TCE Exception2,familiar,2008,185000,101,Manual,Petrol,5.8,5,Blue,35118,Las Palmas,Dealer,3990
Honda,FR-V,1.8i-VTEC Executive Aut.,minivan,2008,249000,140,Automatic,Petrol,8.1,5,Blue,35010,Las Palmas,Dealer,5990
BMW,2 Series,216d Gran Tourer,minivan,2018,94000,116,Manual,Diesel,4.2,5,Blue,35010,Las Palmas,Dealer,14990
BMW,i3,94 Ah,minivan,2017,27000,170,Automatic,Electric,0.0,5,Blue,35010,Las Palmas,Dealer,21990
BMW,2 Series,216d Gran Tourer,minivan,2018,93000,116,Manual,Diesel,4.2,5,Blue,35010,Las Palmas,Dealer,14990
Mercedes-Benz,GLC Class,Coupé 220d 4Matic Aut.,coupe,2017,124000,170,Automatic,Diesel,5.0,3,Blue,35010,Las Palmas,Dealer,39990
BMW,M2,M2A,coupe,2018,28000,370,Automatic,Petrol,7.9,3,Blue,35010,Las Palmas,Dealer,54990
Audi,A7,Sportback 3.0TDI S line quattro ed. S-T,coupe,2015,119000,272,Automatic,Diesel,5.4,3,Blue,35010,Las Palmas,Dealer,32990
Jaguar,F-Type,Coupé 5.0 V8 R Aut. 550,coupe,2015,39500,551,Automatic,Petrol,11.1,3,Blue,35010,Las Palmas,Dealer,59990
BMW,X6,xDrive 40dA,coupe,2016,89000,313,Automatic,Diesel,7.0,3,Blue,35010,Las Palmas,Dealer,44990
Audi,A5,Coupé 3.0TDI quattro,coupe,2008,218000,241,Manual,Diesel,6.6,3,Blue,35214,Las Palmas,Dealer,13990
BMW,M2,M2A,coupe,2016,51000,370,Automatic,Petrol,7.9,3,Blue,35014,Las Palmas,Dealer,46950
Audi,e-tron,55 quattro Edition One,suv,2019,14000,408,Automatic,Electric,0.0,5,Blue,35010,Las Palmas,Dealer,65990
Renault,Koleos,2.0dCi Blue Zen X-Tronic 4x4 140kW,suv,2020,408,190,Automatic,Diesel,5.7,5,Blue,35000,Las Palmas,Dealer,29684
Toyota,C-HR,125H Active,suv,2019,28851,122,Automatic,Hybrid,4.0,5,Blue,35500,Las Palmas,Dealer,17995
Renault,Talisman,S.T. dCi Blue Zen 110kW,familiar,2019,14205,150,Manual,Diesel,4.9,5,Brown,35000,Las Palmas,Dealer,19600
Citroen,Berlingo,BlueHDi S&S Talla M Shine 100,minivan,2019,24000,102,Manual,Diesel,4.0,5,Brown,35010,Las Palmas,Dealer,16990
Land-Rover,Range Rover Evoque,2.0eD4 SE 2WD 150,suv,2016,96000,150,Manual,Diesel,4.3,5,Brown,35014,Las Palmas,Dealer,25950
Opel,Corsa,1.4 Color Edition,small,2013,169000,101,Manual,Petrol,5.7,5,Yellow,35214,Las Palmas,Dealer,5390
Hyundai,Tucson,1.6 GDI BD Tecno Safe 4x2 131,suv,2019,19000,131,Manual,Petrol,6.3,5,Yellow,35010,Las Palmas,Dealer,18490
Hyundai,Tucson,1.6 GDI BD Tecno 4x2 131,suv,2019,19000,131,Manual,Petrol,6.3,5,Yellow,35010,Las Palmas,Dealer,17490
Volkswagen,T-Roc,1.5 TSI Sport,suv,2019,21000,150,Manual,Petrol,0.0,5,Yellow,35014,Las Palmas,Dealer,22950
Abarth,595,1.4T-Jet Turismo 121kW,small,2019,24000,165,Manual,Petrol,6.8,5,Grey,35010,Las Palmas,Dealer,18990
Fiat,Punto Evo,1.4 Active S&S,small,2011,140000,77,Manual,Petrol,5.7,5,Grey,35420,Las Palmas,Dealer,4750
Renault,Megane,S.T. 1.5dCi Blue Zen EDC 85kW,familiar,2021,8,116,Automatic,Diesel,3.9,5,Grey,35000,Las Palmas,Dealer,21720
Ford,Tourneo Courier,1.0 Ecoboost Titanium,minivan,2018,69000,102,Manual,Petrol,5.2,5,Grey,35010,Las Palmas,Dealer,12990
Mercedes-Benz,CLA Class,Sport 4Matic 7G-DCT,coupe,2017,25500,218,Automatic,Petrol,6.8,3,Grey,35620,Las Palmas,Dealer,34900
Audi,RS Q8,TFSI quattro tiptronic,coupe,2020,12000,600,Automatic,Petrol,12.1,3,Grey,35013,Las Palmas,Dealer,159900
Mercedes-Benz,SL Class,,coupe,1995,198000,230,Automatic,Petrol,12.5,3,Grey,35214,Las Palmas,Dealer,10990
Volkswagen,Eos,2.0TDI DPF,cabrio,2008,249000,140,Manual,Diesel,5.8,3,Grey,35010,Las Palmas,Dealer,6990
Audi,A6 allroad,3.0TDI Tiptronic DPF,suv,2007,217000,234,Automatic,Diesel,8.9,5,Grey,35420,Las Palmas,Dealer,13410
Hyundai,i20,1.2 Classic,small,2011,117000,77,Manual,Petrol,5.1,5,Green,35010,Las Palmas,Dealer,5490
Ford,Focus,RS,small,2009,64000,305,Manual,Petrol,9.4,5,Green,35014,Las Palmas,Dealer,32950
MINI,Cooper D,,small,2017,87000,116,Manual,Diesel,3.8,5,Green,35014,Las Palmas,Dealer,15950
Audi,A1,Sportback 1.4 TFSI Active Kit 92kW (4.75),small,2019,19000,125,Manual,Petrol,5.2,5,Red,35010,Las Palmas,Dealer,20990
BMW,3 Series,330i xDrive,sedan,2008,137000,272,Manual,Petrol,8.2,5,Red,35010,Las Palmas,Dealer,10990
SEAT,Leon,ST 1.6TDI CR S&S Style Ecomotive 110,familiar,2016,163999,110,Manual,Diesel,3.6,5,Red,35014,Las Palmas,Dealer,9495
SEAT,Leon,ST 1.6TDI CR S&S Style Ecomotive 110,familiar,2016,113154,110,Manual,Diesel,3.6,5,Red,35014,Las Palmas,Dealer,9495
Mercedes-Benz,CLA Class,7G-DCT,coupe,2021,6000,163,Automatic,Petrol,0.0,3,Red,35013,Las Palmas,Dealer,40900
Mercedes-Benz,CLA Class,7G-DCT,coupe,2019,30000,136,Automatic,Petrol,0.0,3,Red,35013,Las Palmas,Dealer,36900
BMW,1 Series,120d Coupé,coupe,2008,180000,177,Manual,Diesel,4.8,3,Red,35214,Las Palmas,Dealer,9890
BMW,2 Series,220dA Coupé,coupe,2017,63000,190,Automatic,Diesel,4.6,3,Red,35014,Las Palmas,Dealer,21950
Fiat,500,500C 1.2 Pop,cabrio,2019,28045,69,Manual,Petrol,5.0,3,Red,35014,Las Palmas,Dealer,8995
Renault,Kadjar,1.5dCi Blue Zen 85kW,suv,2020,20761,116,Manual,Diesel,4.2,5,Red,35000,Las Palmas,Dealer,18890
Renault,Captur,E-TECH Híbrido Enchufable Zen 117kW,suv,2020,13276,159,Automatic,Hybrid,4.8,5,Red,35000,Las Palmas,Dealer,21471
Mercedes-Benz,S Class,400d 4m largo[0-808],familiar,2019,24807,340,Manual,Diesel,5.0,5,Black,35011,Las Palmas,Dealer,74900
BMW,X6,xDrive 35dA,coupe,2009,174000,286,Automatic,Diesel,8.3,3,Black,35010,Las Palmas,Dealer,23990
Porsche,991,GT3 RS PDK,coupe,2015,5000,500,Automatic,Petrol,12.7,3,Black,35010,Las Palmas,Dealer,179990
Jeep,Compass,2.0 Mjt Limited 4x4 AD Aut. 103kW,suv,2021,400,140,Automatic,Diesel,5.7,5,Black,35010,Las Palmas,Dealer,32990
Renault,Koleos,2.0dCi Zen X-Tronic 130kW,suv,2018,38692,177,Automatic,Diesel,6.2,5,Black,35000,Las Palmas,Dealer,22900
Kia,Rio,1.0 T-GDi Eco-Dynamics Drive,small,2020,7000,101,Manual,Petrol,4.3,5,Silver,35010,Las Palmas,Dealer,13990
Citroen,C4,1.6 VTi Collection,small,2012,123000,120,Manual,Petrol,6.2,5,Silver,35420,Las Palmas,Dealer,6900
Ford,Fiesta,1.25 Trend 82,small,2012,127000,82,Manual,Petrol,5.2,5,Silver,35200,Las Palmas,Dealer,4990
Dacia,Logan,1.2 Ambiance,small,2015,34000,75,Manual,Petrol,5.8,5,Silver,35010,Las Palmas,Dealer,6990
Porsche,Panamera,GTS Aut.,sedan,2019,60000,460,Automatic,Petrol,10.3,5,Silver,35013,Las Palmas,Dealer,119900
Mercedes-Benz,C Class,9G-Tronic,sedan,2020,14800,184,Automatic,Petrol,5.9,5,Silver,35013,Las Palmas,Dealer,38900
Mercedes-Benz,GLC Class,Coupé e 4Matic,coupe,2019,44000,320,Automatic,Hybrid,2.5,3,Silver,35010,Las Palmas,Dealer,48990
Mercedes-Benz,GLC Class,Coupé 220d 4Matic Aut.,coupe,2017,70000,170,Automatic,Diesel,5.0,3,Silver,35013,Las Palmas,Dealer,42900
Mercedes-Benz,CLS Class,d coupe[0-800],coupe,2021,14777,245,Manual,Diesel,5.0,3,Silver,35011,Las Palmas,Dealer,66750
Land-Rover,Range Rover Evoque,2.2L SD4 Pure 4x4 190 Aut.,suv,2012,124000,190,Automatic,Diesel,6.5,5,Silver,35010,Las Palmas,Dealer,20990
Opel,Corsa,1.2 Expression S&S,small,2012,135000,86,Manual,Petrol,5.1,5,Burgundy,35200,Las Palmas,Dealer,5750
Volkswagen,Golf GTI,2.0 TSI Performance DSG 230,small,2014,57000,230,Automatic,Petrol,6.4,5,Burgundy,35400,Las Palmas,Dealer,23900
Volkswagen,Golf,1.2 TSI BMT Special Edition 110,small,2016,26000,110,Manual,Petrol,4.9,5,Burgundy,35400,Las Palmas,Dealer,14900
Opel,Astra,SW 1.6 16v Edition 115,familiar,2010,220000,116,Manual,Petrol,6.6,5,Burgundy,35200,Las Palmas,Dealer,4490
Toyota,C-HR,125H Advance,suv,2021,11000,122,Automatic,Hybrid,4.0,5,Burgundy,35400,Las Palmas,Dealer,24900
Mercedes-Benz,GLA Class,200CDI Style 7G-DCT,suv,2015,120000,136,Automatic,Diesel,4.2,5,Burgundy,35014,Las Palmas,Dealer,18950
Renault,Scenic,dCi Limited Blue 88kW,minivan,2021,8,120,Manual,Diesel,4.8,5,White,35000,Las Palmas,Dealer,21277
Kia,Carens,2.0CRDI Emotion,minivan,2008,215000,140,Manual,Diesel,6.2,5,White,35420,Las Palmas,Dealer,3990
Ford,Tourneo Connect,1.0 Ecoboost Trend,minivan,2017,173400,101,Manual,Petrol,5.6,5,White,35620,Las Palmas,Dealer,10300
Fiat,500,500C 1.2 Lounge,cabrio,2018,54000,69,Manual,Petrol,5.1,3,White,35010,Las Palmas,Dealer,8990
Fiat,500,500C 1.2 Pop,cabrio,2019,23512,69,Manual,Petrol,5.0,3,White,35014,Las Palmas,Dealer,8995
BMW,4 Series,420dA Cabrio,cabrio,2018,35000,190,Automatic,Diesel,4.8,3,White,35014,Las Palmas,Dealer,33950
Hyundai,Santa Fe,2.0CRDi 4x2 Essence 7s,suv,2016,124000,150,Manual,Diesel,5.8,5,White,35010,Las Palmas,Dealer,17990
Audi,RS Q3,2.5 TFSI Performance quattro S-T 270kW,suv,2021,500,367,Automatic,Petrol,8.4,5,White,35010,Las Palmas,Dealer,79990
smart,forFour,52 Passion,small,2015,67000,71,Manual,Petrol,4.2,5,Orange,35010,Las Palmas,Dealer,6990
BMW,1 Series,116d EfficientDynamics,small,2016,95000,116,Manual,Diesel,3.4,5,Orange,35014,Las Palmas,Dealer,15950
Peugeot,2008,1.2 PureTech S&S Allure Pack 130,suv,2020,6000,131,Manual,Petrol,4.5,5,Orange,35010,Las Palmas,Dealer,21990
Hyundai,Kona,1.0 TGDI XLE 4x2,suv,2019,34999,120,Manual,Petrol,5.2,5,Orange,35014,Las Palmas,Dealer,16995
Hyundai,Kona,1.0 TGDI XLE 4x2,suv,2019,29893,120,Manual,Petrol,5.2,5,Orange,35014,Las Palmas,Dealer,16995
Toyota,Auris,Touring Sports hybrid Advance,familiar,2014,52000,136,Automatic,Hybrid,4.0,5,Beige,35300,Las Palmas,Private,13900
Volkswagen,T4 California,2.5TDi 102,familiar,2001,296000,102,Manual,Diesel,8.1,5,Blue,35011,Las Palmas,Private,18000
BMW,5 Series,Serie 5 E39 Touring Touring,familiar,1999,300000,170,Manual,Petrol,9.7,5,Blue,35110,Las Palmas,Private,3000
Ford,Focus,S.Break 2.0 Trend,familiar,2009,116598,145,Manual,Petrol,7.1,5,Blue,35001,Las Palmas,Private,3350
Volkswagen,T4 California,2.5TDi 102,familiar,2001,293000,102,Manual,Diesel,8.1,5,Blue,35011,Las Palmas,Private,20000
Audi,A5,Coupé 1.8 TFSI,coupe,2008,152000,170,Manual,Petrol,7.1,3,Blue,35100,Las Palmas,Private,12900
BMW,1 Series,Serie 1 E88 Cabrio Cabrio,cabrio,2010,108455,143,Manual,Petrol,6.3,3,Blue,35625,Las Palmas,Private,12900
MG,MGA,Cabriolet,cabrio,2003,89000,80,Manual,Petrol,9.0,3,Blue,35660,Las Palmas,Private,38000
Renault,Twingo,TCe S,sedan,2017,9650,90,Automatic,Petrol,4.8,5,Yellow,35100,Las Palmas,Private,8695
SEAT,Leon,León 1.6 Stella 105,sedan,2005,235000,105,Manual,Petrol,7.0,5,Grey,35269,Las Palmas,Private,1899
Mercedes-Benz,GLC Class,e 4Matic,suv,2017,75000,320,Automatic,Hybrid,2.5,5,Grey,35200,Las Palmas,Private,44900
Toyota,Land Cruiser,3.0 D4-D GX,suv,2005,145000,163,Manual,Diesel,9.4,5,Grey,35100,Las Palmas,Private,15000
Jeep,Wrangler,Unlimited 2.8CRD Rubicon Aut.,suv,2018,15000,200,Automatic,Diesel,9.1,5,Grey,35660,Las Palmas,Private,52000
Subaru,XV,2.0TD Executive Plus,suv,2012,165000,147,Manual,Diesel,5.6,5,Grey,35100,Las Palmas,Private,9000
Ford,Fiesta,2.0 ST,sedan,2006,230000,150,Manual,Petrol,7.4,5,Green,35210,Las Palmas,Private,4000
Renault,Megane,Mégane G.Tour 1.5DCI Confort Dynamique 105,familiar,2006,70000,106,Manual,Diesel,4.7,5,Green,35007,Las Palmas,Private,3300
Toyota,Avensis,,minivan,1999,343704,90,Manual,Diesel,7.7,5,Green,35460,Las Palmas,Private,5000
Citroen,Xsara Picasso,1.6i 95,minivan,2001,288000,95,Manual,Petrol,7.5,5,Green,35200,Las Palmas,Private,1300
Jeep,Wrangler,Unlimited 2.8CRD JK Edition Aut.,suv,2018,37000,200,Automatic,Diesel,9.1,5,Green,35510,Las Palmas,Private,35000
Volkswagen,T1,Cargo,other,1967,500,60,Manual,Petrol,8.0,5,Green,35013,Las Palmas,Private,49500
Renault,Clio,1.2 16v,small,2005,242000,75,Manual,Petrol,5.9,5,Red,35220,Las Palmas,Private,2100
SEAT,Ibiza,1.4 TDi Cool,sedan,2005,212008,75,Manual,Diesel,4.6,5,Red,35010,Las Palmas,Private,948
Volkswagen,Golf,1.2 TSI BMT Edition 105,sedan,2014,135000,105,Manual,Petrol,4.9,5,Red,35629,Las Palmas,Private,12000
BMW,3 Series,Serie 3 E46 Compact Diesel Compact,sedan,2003,300000,150,Manual,Diesel,5.7,5,Red,35118,Las Palmas,Private,4000
BMW,3 Series,Serie 3 E36 Coupé Coupé,coupe,1992,250000,140,Manual,Petrol,8.7,3,Red,35460,Las Palmas,Private,800
BMW,Z3,3.0i Coupé,coupe,2001,45000,231,Manual,Petrol,10.2,3,Red,35015,Las Palmas,Private,39000
Volkswagen,Eos,1.4 TSI Excellence,cabrio,2011,170000,122,Manual,Petrol,6.4,3,Red,35307,Las Palmas,Private,7000
Volkswagen,Eos,1.4 TSI 160,cabrio,2011,170000,160,Manual,Petrol,6.7,3,Red,35307,Las Palmas,Private,7000
Nissan,Terrano,2.4 Avenue,suv,1999,200000,118,Manual,Petrol,11.9,5,Red,35004,Las Palmas,Private,1100
Peugeot,308,1.6 GTi 270,sedan,2016,15335,272,Manual,Petrol,6.0,5,Black,35010,Las Palmas,Private,16800
Opel,Vectra,1.9CDTI 16v Sport,sedan,2007,214500,150,Manual,Diesel,5.9,5,Black,35002,Las Palmas,Private,3300
Mercedes-Benz,C Class,Sportcoupé K,coupe,2002,280000,163,Manual,Petrol,9.7,3,Black,35412,Las Palmas,Private,3500
Mazda,RX-8,231,coupe,2005,70000,231,Manual,Petrol,11.3,3,Black,35018,Las Palmas,Private,8990
BMW,6 Series,Serie 6 E63 Coupé Aut.,coupe,2005,180000,333,Automatic,Petrol,10.9,3,Black,35018,Las Palmas,Private,17000
BMW,6 Series,Serie 6 E63 Coupé Aut.,coupe,2005,180000,333,Automatic,Petrol,10.9,3,Black,35018,Las Palmas,Private,17000
Porsche,Boxster,2.9 255,cabrio,2009,96000,256,Manual,Petrol,8.9,3,Black,35100,Las Palmas,Private,28500
SsangYong,REXTON,270Xdi Executive,suv,2006,122500,165,Manual,Diesel,8.9,5,Black,35450,Las Palmas,Private,6000
Land-Rover,Defender,110Td5 Chasis Cabina E,van,2004,180000,122,Manual,Diesel,10.8,5,Black,35650,Las Palmas,Private,18000
BMW,7 Series,Serie 7 E65+E66,sedan,2006,48000,258,Automatic,Petrol,10.1,5,Silver,35007,Las Palmas,Private,11995
Mercedes-Benz,Viano Class,2.2 CDI kompakt Ambiente,familiar,2005,201294,150,Manual,Diesel,8.6,5,Silver,35507,Las Palmas,Private,7750
Porsche,Panamera,4 e-Hybrid Sport Turismo,familiar,2018,29990,462,Automatic,Hybrid,2.9,5,Silver,35004,Las Palmas,Private,79990
Audi,A3,Sportback 30 TFSI S Line 85kW,coupe,2020,38000,116,Manual,Petrol,5.0,3,Silver,35120,Las Palmas,Private,21500
Mercedes-Benz,SLK Class,200K,cabrio,2005,140000,163,Manual,Petrol,8.7,3,Silver,35627,Las Palmas,Private,12500
Nissan,X-Trail,1.7 dCi Tekna 4x4-i CVT,suv,2019,38900,150,Automatic,Diesel,6.3,5,Silver,35110,Las Palmas,Private,19500
Mercedes-Benz,ML Class,CDI,suv,2001,297000,163,Automatic,Diesel,9.4,5,Silver,35612,Las Palmas,Private,6500
Mercedes-Benz,ML Class,CDI,suv,2001,297000,163,Automatic,Diesel,9.4,5,Silver,35612,Las Palmas,Private,6500
Toyota,Land Cruiser,D-4D GX,suv,2017,82173,177,Manual,Diesel,7.4,5,Silver,35018,Las Palmas,Private,29000
Alfa-Romeo,Giulia,Sedan,sedan,1970,39000,111,Manual,Petrol,97.0,5,White,35240,Las Palmas,Private,38000
SEAT,Leon,León 1.6TDI CR Reference Copa,sedan,2011,226000,105,Manual,Diesel,4.5,5,White,35500,Las Palmas,Private,5200
Volkswagen,Caddy,1.2 TSI Kombi,familiar,2018,17500,84,Manual,Petrol,6.1,5,White,35500,Las Palmas,Private,13000
Saab,9-3,SH 2.0t Griffin,familiar,2012,140000,163,Manual,Petrol,6.8,5,White,35109,Las Palmas,Private,6000
BMW,4 Series,Serie 4 F36 Gran Coupé,coupe,2017,105000,190,Automatic,Diesel,4.5,3,White,35610,Las Palmas,Private,35000
BMW,M2,A Competition,coupe,2019,21000,411,Automatic,Petrol,9.2,3,White,35007,Las Palmas,Private,75000
Fiat,124 Spider,1.4 Multiair Lusso,cabrio,2019,21674,140,Manual,Petrol,6.4,3,White,35600,Las Palmas,Private,18790
Toyota,RAV 4,2.0 Advance 4x2,suv,2010,122000,158,Manual,Petrol,7.4,5,White,35001,Las Palmas,Private,10000
Ford,Transit,FT 290 L1 Van Trend 100,van,2015,106000,101,Manual,Diesel,6.7,5,White,35100,Las Palmas,Private,14750
Fiat,Ducato,Camión 33 2.0Mjt LPEGR Medio 85kW,van,2018,85000,116,Manual,Diesel,5.9,5,White,35218,Las Palmas,Private,15500
Opel,Corsa,1.2 Enjoy,small,2008,27200,80,Manual,Petrol,6.1,5,Beige,19004,Guadalajara,Dealer,6600
Mercedes-Benz,CLK Class,Kompressor,coupe,2005,115000,163,Automatic,Petrol,8.3,3,Beige,19171,Guadalajara,Dealer,6995
Volvo,S60,2.0 B4 MOMENTUM PRO AUTO 4P,sedan,2021,14852,197,Automatic,Petrol,6.8,5,Blue,19004,Guadalajara,Dealer,34300
Mercedes-Benz,C Class,Estate 220CDI BE 7G Plus,familiar,2014,165900,170,Automatic,Diesel,5.1,5,Blue,19004,Guadalajara,Dealer,17900
Mercedes-Benz,GLE Class,Coupé 4Matic Aut.,coupe,2019,19800,367,Automatic,Petrol,9.4,3,Blue,19004,Guadalajara,Dealer,81500
Mercedes-Benz,C Class,Coupé 220d 9G-Tronic,coupe,2019,23400,194,Automatic,Diesel,5.0,3,Blue,19004,Guadalajara,Dealer,41500
Volvo,XC60,XC-60 2.0 D3 MOMENTUM 5P,suv,2017,126796,150,Manual,Diesel,4.5,5,Blue,19004,Guadalajara,Dealer,24500
Mercedes-Benz,GLC Class,220d 4Matic Aut.,suv,2017,55600,170,Automatic,Diesel,5.0,5,Blue,19004,Guadalajara,Dealer,37500
Mercedes-Benz,GLA Class,200d 7G-DCT,suv,2017,115200,136,Automatic,Diesel,4.2,5,Blue,19004,Guadalajara,Dealer,23500
Volvo,XC90,XC-90 2.0 D5 MOMENTUM 4WD AUTO 5P 7 Plazas,suv,2018,41065,235,Automatic,Diesel,6.7,5,Blue,19004,Guadalajara,Dealer,46900
Opel,Astra,1.2T S/S Elegance 145,small,2020,37295,145,Manual,Petrol,4.3,5,Grey,19004,Guadalajara,Dealer,15995
Renault,Scenic,II 1.5DCI Confort Expression 85,minivan,2006,185000,86,Manual,Diesel,5.1,5,Grey,19171,Guadalajara,Dealer,3500
Ferrari,FF,,coupe,2012,27357,661,Automatic,Petrol,15.4,3,Grey,19004,Guadalajara,Dealer,149000
Volvo,XC90,XC-90 2.0 D5 MOMENTUM 4WD AUTO 5P 7 Plazas,suv,2017,69419,235,Automatic,Diesel,5.7,5,Grey,19004,Guadalajara,Dealer,44500
Volvo,XC60,XC-60 2.0 T6 RECHARGE R-DESIGN AUTO 4WD 5P,suv,2021,1,340,Automatic,Electric,2.4,5,Grey,19004,Guadalajara,Dealer,59000
Volvo,XC60,XC-60 2.0 D B4 INSCRIPTION AUTO 4WD 5P,suv,2021,1,197,Automatic,Diesel,6.4,5,Grey,19004,Guadalajara,Dealer,48400
SEAT,Ibiza,1.9TDI Stylance 90,small,2008,165000,90,Manual,Diesel,4.5,5,Green,19171,Guadalajara,Dealer,6500
Peugeot,407,1.6HDI Confort,sedan,2009,119600,109,Manual,Diesel,5.3,5,Green,19004,Guadalajara,Dealer,6800
Volvo,XC90,D5 Momentum Geartronic 185,suv,2006,135000,185,Automatic,Diesel,9.0,5,Green,19171,Guadalajara,Dealer,11500
Mercedes-Benz,C Class,9G-Tronic,sedan,2020,12150,184,Automatic,Petrol,5.9,5,Red,19004,Guadalajara,Dealer,38500
Volvo,V60,familiar 2.0 D3 R-DESIGN AUTO 5P,familiar,2020,17800,150,Automatic,Diesel,4.7,5,Red,19004,Guadalajara,Dealer,41900
Volvo,V60,familiar 2.0 D3 MOMENTUM AUTO 5P,familiar,2020,7605,150,Automatic,Diesel,4.6,5,Red,19004,Guadalajara,Dealer,39900
Mercedes-Benz,GLE Class,Coupé 350d 4Matic Aut.,coupe,2016,63800,258,Automatic,Diesel,7.2,3,Red,19004,Guadalajara,Dealer,55500
Volvo,XC60,XC-60 2.0 D4 MOMENTUM AUTO 5P,suv,2018,108801,190,Automatic,Diesel,4.9,5,Red,19004,Guadalajara,Dealer,34900
smart,forTwo,Cabrio 66,cabrio,2016,55700,90,Manual,Petrol,4.3,3,Black,19004,Guadalajara,Dealer,11900
smart,forTwo,Cabrio 45 Pure Aut.,cabrio,2004,128736,61,Automatic,Petrol,4.9,3,Black,19171,Guadalajara,Dealer,3500
Volvo,XC60,XC-60 2.0 D4 R-DESIGN AUTO 5P,suv,2018,73738,190,Automatic,Diesel,5.0,5,Black,19004,Guadalajara,Dealer,41500
Volvo,XC60,XC-60 2.0 D3 KINETIC 5P,suv,2016,105409,150,Manual,Diesel,4.5,5,Black,19004,Guadalajara,Dealer,24900
Mercedes-Benz,C Class,200d 9G-Tronic (0.0),sedan,2020,32200,160,Automatic,Diesel,4.3,5,Silver,19004,Guadalajara,Dealer,35500
Alfa-Romeo,147,1.9 JTD Distinctive,small,2002,212886,116,Manual,Diesel,5.8,5,Burgundy,19171,Guadalajara,Dealer,2300
BMW,6 Series,M635CSi,coupe,1984,160000,286,Manual,Petrol,0.0,3,Burgundy,19200,Guadalajara,Dealer,47000
Mercedes-Benz,E Class,220d 4Matic 9G-Tronic 194,sedan,2018,50450,194,Automatic,Diesel,4.3,5,White,19004,Guadalajara,Dealer,36500
Kia,Carens,1.7CRDi Eco-Dynamics x-Tech 115,minivan,2016,138100,116,Manual,Diesel,4.5,5,White,19004,Guadalajara,Dealer,10900
Mercedes-Benz,CLA Class,200d AMG Line7G-DCT,coupe,2017,90900,136,Automatic,Diesel,4.2,3,White,19004,Guadalajara,Dealer,25500
Audi,A6,2.5TDI Tiptronic 5vel.,sedan,2000,266000,150,Automatic,Diesel,6.9,5,Blue,19005,Guadalajara,Private,2675
