Brand,Model,Version,Type,Year,Kms,Hp,Gear_type,Fuel_type,Fuel_cons,Doors,Colour,ZIP,Province,Seller,Price_EUR
MINI,Cooper,Aut.,small,2014,84421,136,Automatic,Petrol,4.7,5,Orange,29620,Málaga,Dealer,14150
Fiat,Panda,1.2 Alessi,small,2008,211000,60,Manual,Petrol,5.6,5,Orange,29640,Málaga,Dealer,2999
Renault,Megane,Coupé 1.5dCi En. Dynamique S&S 110,small,2013,22911,110,Manual,Diesel,3.5,5,Orange,29620,Málaga,Dealer,11400
Mercedes-Benz,CLS Class,Shooting Brake 250CDI BE Aut.,familiar,2013,141999,204,Automatic,Diesel,5.3,5,Orange,29003,Málaga,Dealer,19900
Citroen,Spacetourer,BlueHDI S&S XL Feel 150,minivan,2019,34166,150,Manual,Diesel,5.5,5,Orange,29620,Málaga,Dealer,28545
Audi,Q8,50 TDI quattro tiptronic,coupe,2019,12800,286,Automatic,Diesel,6.6,3,Orange,29006,Málaga,Dealer,75900
Porsche,992,GT3 PDK,coupe,2021,900,510,Automatic,Petrol,0.0,3,Orange,29670,Málaga,Dealer,280000
Mercedes-Benz,230 Class,GE Capota,cabrio,1994,110330,126,Automatic,Petrol,0.0,3,Orange,29660,Málaga,Dealer,69900
SEAT,Arona,1.6TDI CR S&S FR 115,suv,2018,119950,116,Manual,Diesel,4.3,5,Orange,29620,Málaga,Dealer,16182
Volkswagen,T-Cross,1.0 TSI Advance,suv,2021,9844,95,Manual,Petrol,0.0,5,Orange,29004,Málaga,Dealer,19999
Volkswagen,T-Cross,1.0 TSI Advance,suv,2021,9844,95,Manual,Petrol,0.0,5,Orange,29004,Málaga,Dealer,19999
Audi,Q2,1.6TDI Design edition 85kW,suv,2017,89999,116,Manual,Diesel,4.6,5,Orange,29004,Málaga,Dealer,18990
SsangYong,Tivoli,G16 Premium 4x2,suv,2019,13472,128,Manual,Petrol,6.9,5,Orange,29620,Málaga,Dealer,14500
Audi,Q2,1.6TDI Design edition 85kW,suv,2018,39568,116,Automatic,Diesel,4.6,5,Orange,29004,Málaga,Dealer,21999
SEAT,Arona,1.0 TSI Ecomotive S&S FR 115,suv,2019,42036,116,Manual,Petrol,5.1,5,Orange,29620,Málaga,Dealer,16182
Hyundai,Kona,1.0 TGDI Klass 4x2,suv,2020,19804,120,Manual,Petrol,5.2,5,Orange,29006,Málaga,Dealer,16499
BMW,X1,sDrive 16d,suv,2019,43466,116,Manual,Diesel,4.1,5,Orange,29006,Málaga,Dealer,21899
Hyundai,Kona,1.0 TGDI Essence 4x2,suv,2019,45179,120,Manual,Petrol,5.2,5,Orange,29620,Málaga,Dealer,13773
SEAT,Arona,1.0 TGI S&S FR 90,suv,2019,29997,90,Manual,CNG,5.2,5,Orange,29620,Málaga,Dealer,16591
Renault,Captur,TCe eco2 Energy Zen 90,suv,2016,29971,90,Manual,Petrol,4.9,5,Orange,29620,Málaga,Dealer,12430
SEAT,Arona,1.0 TGI S&S FR 90,suv,2019,31493,90,Manual,CNG,5.2,5,Orange,29620,Málaga,Dealer,16273
SEAT,Ateca,2.0TDI CR S&S Xcellence 4Drive 150,suv,2018,87110,150,Manual,Diesel,5.1,5,Orange,29620,Málaga,Dealer,21182
Hyundai,Kona,1.0 TGDI Klass 4x2,suv,2018,22402,120,Manual,Petrol,5.2,5,Orange,29006,Málaga,Dealer,14899
Volkswagen,T-Roc,1.0 TSI Advance,suv,2019,26763,116,Manual,Petrol,5.1,5,Orange,29004,Málaga,Dealer,22900
Renault,Captur,TCe Energy Zen 66kW,suv,2018,36735,90,Manual,Petrol,5.1,5,Orange,29004,Málaga,Dealer,14500
Peugeot,2008,1.2 PureTech S&S Allure Pack 100,suv,2021,8000,101,Manual,Petrol,4.6,5,Orange,29004,Málaga,Dealer,22950
Renault,Captur,1.5dCi eco2 Energy Intens 90,suv,2014,53041,90,Manual,Diesel,3.6,5,Orange,29620,Málaga,Dealer,11500
Renault,Captur,1.5dCi Energy eco2 Zen 90,suv,2013,202065,90,Manual,Diesel,3.6,5,Orange,29620,Málaga,Dealer,7050
Peugeot,2008,1.5BlueHDi S&S Allure 100,suv,2020,12641,101,Manual,Diesel,3.8,5,Orange,29004,Málaga,Dealer,21620
Jeep,Wrangler,2.2CRD Rubicon 8ATX,suv,2018,25250,200,Automatic,Diesel,9.0,5,Orange,29620,Málaga,Dealer,49909
SEAT,Ateca,1.5 EcoTSI S&S FR,suv,2019,19381,150,Manual,Petrol,5.5,5,Orange,29120,Málaga,Dealer,23990
BMW,X1,sDrive 16dA,suv,2014,135134,116,Automatic,Diesel,5.0,5,Orange,29620,Málaga,Dealer,14900
Renault,Captur,TCe eco2 Energy Limited 90,suv,2019,72000,90,Manual,Petrol,4.9,5,Orange,29680,Málaga,Dealer,15300
Renault,Captur,TCe eco2 Energy Limited 90,suv,2019,72000,90,Manual,Petrol,4.9,5,Orange,29600,Málaga,Dealer,15300
Mercedes-Benz,E Class,CDI Elegance 7G,sedan,2008,65000,189,Automatic,Diesel,7.2,5,Beige,29651,Málaga,Private,15000
Mercedes-Benz,A Class,CDI,sedan,2005,316000,109,Manual,Diesel,5.2,5,Beige,29002,Málaga,Private,3300
Dacia,Sandero,1.0 Essential 55kW,sedan,2019,2700,75,Manual,Petrol,5.3,5,Beige,29004,Málaga,Private,7800
SEAT,Altea XL,1.6TDI CR Style DSG,minivan,2011,195000,105,Automatic,Diesel,4.9,5,Beige,29649,Málaga,Private,6600
Volkswagen,Golf Plus,1.6TDI Advance DSG,minivan,2013,61000,105,Automatic,Diesel,4.9,5,Beige,29639,Málaga,Private,10500
Volkswagen,Golf Plus,1.6TDI Advance,minivan,2012,210000,105,Manual,Diesel,4.8,5,Beige,29680,Málaga,Private,8000
Mercedes-Benz,CLS Class,Aut.,coupe,2008,63500,387,Automatic,Petrol,11.6,3,Beige,29793,Málaga,Private,19500
Bentley,Continental,V8 GT,coupe,2014,43500,507,Automatic,Petrol,10.6,3,Beige,29600,Málaga,Private,92500
MINI,One Cabrio,Mini one cabrio,cabrio,2012,83150,98,Manual,Petrol,5.7,3,Beige,29600,Málaga,Private,10495
Volkswagen,Tiguan,2.0TDI Advance 4Motion DSG 110kW,suv,2016,47836,150,Automatic,Diesel,5.3,5,Beige,29004,Málaga,Private,23900
Dacia,Duster,1.2 TCE Prestige 4x2 92kW,suv,2018,65400,125,Manual,Petrol,6.2,5,Beige,29010,Málaga,Private,14150
Fiat,Doblo,Cargo JTD 223.303.2 MAXI SX,van,2009,49000,101,Manual,Diesel,5.8,5,Beige,29750,Málaga,Private,12000
SEAT,Leon,León 1.9TDI Last Edition 100,sedan,2006,150000,101,Manual,Diesel,5.1,5,Blue,29670,Málaga,Private,3000
Mazda,2,1.4 crdr Active+,sedan,2009,109000,90,Manual,Diesel,4.2,5,Blue,29660,Málaga,Private,3850
Audi,A3,Sportback 2.0TDI Sport Ed. Q. S-T 7 135kW Sport Ed,sedan,2018,60000,184,Automatic,Diesel,4.9,5,Blue,29651,Málaga,Private,28000
BMW,3 Series,3er Edition Exclusive,sedan,2003,215000,150,Manual,Diesel,5.7,5,Blue,29688,Málaga,Private,5500
BMW,3 Series,3er Edition Lifestyle,sedan,2003,21500,150,Manual,Diesel,5.7,5,Blue,29688,Málaga,Private,5500
Volkswagen,Golf,1.0 TSI Advance DSG7 81kW,sedan,2018,26000,110,Automatic,Petrol,4.8,5,Blue,29006,Málaga,Private,16900
MINI,One,Mini,sedan,2008,101000,95,Manual,Petrol,5.3,5,Blue,29190,Málaga,Private,7800
BMW,M3,A,sedan,2016,98000,431,Automatic,Petrol,8.3,5,Blue,29006,Málaga,Private,50000
Fiat,Tipo,Sedán 1.4 Lounge Plus,sedan,2019,12380,95,Manual,Petrol,6.3,5,Blue,29010,Málaga,Private,12000
BMW,5 Series,Serie 5 F10 Diesel,sedan,2010,190000,245,Automatic,Diesel,6.1,5,Blue,29793,Málaga,Private,12000
Lexus,GS 450h,Hybrid Drive,sedan,2012,165000,345,Automatic,Hybrid,6.1,5,Blue,29631,Málaga,Private,22000
Lexus,GS 300,,sedan,2004,120000,222,Automatic,Petrol,11.0,5,Blue,29600,Málaga,Private,7900
Rolls-Royce,Silver Seraph,,sedan,1998,16000,326,Automatic,Petrol,17.4,5,Blue,29660,Málaga,Private,75000
Volvo,S60,D5,sedan,2002,220000,163,Manual,Diesel,6.4,5,Blue,29670,Málaga,Private,8000
Audi,A5,Sportback 3.0TDI S line ed. Mult. 204 S line editi,sedan,2015,160000,204,Automatic,Diesel,4.9,5,Blue,29790,Málaga,Private,22500
Peugeot,308,2.0 BlueHDi GT EAT6 180,sedan,2016,62911,181,Automatic,Diesel,4.0,5,Blue,29670,Málaga,Private,22000
Ford,Fiesta,1.0 EcoBoost S/S ST Line 125,sedan,2019,25200,125,Manual,Petrol,4.3,5,Blue,29004,Málaga,Private,17900
Mercedes-Benz,C Class,Familiar CDI Avantgarde,familiar,2006,210000,121,Manual,Diesel,6.5,5,Blue,29120,Málaga,Private,5250
Renault,Kangoo,Combi 1.5dCi Expression 105,familiar,2010,158278,106,Manual,Diesel,5.5,5,Blue,29005,Málaga,Private,4000
Volkswagen,Passat Variant,2.5TDI Highline Tip. 4Motion,familiar,2003,335000,150,Automatic,Diesel,6.9,5,Blue,29017,Málaga,Private,3500
Renault,Megane,Mégane S.T. 1.5dCi En. Limited S,familiar,2016,162547,110,Manual,Diesel,3.5,5,Blue,29015,Málaga,Private,7200
Volkswagen,T5 California,2.5TDI Confortline,familiar,2006,120000,131,Manual,Diesel,8.4,5,Blue,29100,Málaga,Private,27500
Citroen,Grand C4 Picasso,1.6HDI Avatar CMP,minivan,2010,234800,109,Automatic,Diesel,5.3,5,Blue,29500,Málaga,Private,3650
Fiat,Multipla,1.9 Multijet Dynamic,minivan,2006,189000,120,Manual,Diesel,6.4,5,Blue,29620,Málaga,Private,3650
BMW,2 Series,Serie 2 F45 Active Tourer Diesel Active Tourer,minivan,2016,124000,116,Manual,Diesel,4.0,5,Blue,29100,Málaga,Private,13000
Ford,S-Max,2.0TDCI Titanium 163,minivan,2011,200000,163,Manual,Diesel,5.7,5,Blue,29649,Málaga,Private,6500
Citroen,C4 Picasso,1.6e-HDI Millenium CMP SST,minivan,2013,158000,111,Automatic,Diesel,5.0,5,Blue,29400,Málaga,Private,6500
Citroen,C4 Picasso,1.6BlueHDI S,minivan,2015,220000,120,Manual,Diesel,3.8,5,Blue,29670,Málaga,Private,6200
SEAT,Altea XL,1.9TDI Family,minivan,2008,230000,105,Manual,Diesel,5.4,5,Blue,29680,Málaga,Private,4500
Volkswagen,Touran,2.0TDI Advance DSG,minivan,2015,190000,140,Automatic,Diesel,5.7,5,Blue,29691,Málaga,Private,11500
Renault,Master,2.5DCI Bus Largo 16 pl.,minivan,2002,70000,114,Manual,Diesel,9.9,5,Blue,29600,Málaga,Private,6000
Ford,S-Max,2.0 Trend,minivan,2008,175123,145,Manual,Petrol,8.1,5,Blue,29200,Málaga,Private,6500
Maserati,Ghibli,Diesel Aut. 275,coupe,2015,120000,275,Automatic,Diesel,6.0,3,Blue,29660,Málaga,Private,32300
Mercedes-Benz,CL Class,K Aut.,coupe,2002,123000,500,Automatic,Petrol,13.2,3,Blue,29680,Málaga,Private,29500
Maserati,Ghibli,Diesel Aut. 275,coupe,2015,120000,275,Automatic,Diesel,6.0,3,Blue,29660,Málaga,Private,32900
Jaguar,F-Type,Coupé 3.0 V6 S AWD Aut. 380,coupe,2016,20250,381,Automatic,Petrol,8.9,3,Blue,29679,Málaga,Private,46500
smart,city-coupé/city-cabrio,Smart Pure 45,coupe,2000,140000,45,Automatic,Petrol,4.9,3,Blue,29600,Málaga,Private,1600
Audi,Q8,50 TDI Black line quattro tiptronic,coupe,2020,45000,286,Automatic,Diesel,6.6,3,Blue,29001,Málaga,Private,80000
Audi,A5,Coupé 3.0TDI quattro,coupe,2009,161000,245,Manual,Diesel,6.6,3,Blue,29200,Málaga,Private,12700
Mercedes-Benz,CLK Class,Elegance,coupe,2000,106000,279,Automatic,Petrol,11.4,3,Blue,29018,Málaga,Private,16000
Jaguar,XK8,Coupé 4.0 Aut.,coupe,1997,170000,290,Automatic,Petrol,11.1,3,Blue,29610,Málaga,Private,17000
Volkswagen,Scirocco,2.0 TSI R DSG,coupe,2012,50300,265,Automatic,Petrol,8.0,3,Blue,29660,Málaga,Private,22499
BMW,1 Series,Serie 1 E88 Cabrio Diesel Cabrio,cabrio,2009,210000,177,Manual,Diesel,5.1,3,Blue,29660,Málaga,Private,7900
BMW,6 Series,CABRIO Diesel 313 CV LUXE F12,cabrio,2012,141000,313,Automatic,Diesel,7.9,3,Blue,29602,Málaga,Private,28990
Mercedes-Benz,SL Class,Aut.,cabrio,2006,176000,272,Automatic,Petrol,10.3,3,Blue,29602,Málaga,Private,15900
Mercedes-Benz,SL Class,Grundausstattung,cabrio,1991,202000,326,Automatic,Petrol,0.0,3,Blue,29600,Málaga,Private,18000
BMW,M3,Cabrio SMG Rhd,cabrio,2002,62000,343,Automatic,Petrol,13.6,3,Blue,29600,Málaga,Private,17900
Volkswagen,Eos,1.4 TSI 160,cabrio,2009,99489,160,Manual,Petrol,6.7,3,Blue,29640,Málaga,Private,10999
Bentley,Continental,GTC W12,cabrio,2007,89616,559,Automatic,Petrol,17.1,3,Blue,29610,Málaga,Private,63900
MINI,Cooper S Cabrio,Mini Aut.,cabrio,2018,17200,192,Automatic,Petrol,5.4,3,Blue,29680,Málaga,Private,28500
Audi,Cabriolet,2.5TDI,cabrio,2003,199970,163,Manual,Diesel,6.8,3,Blue,29620,Málaga,Private,8700
Saab,9-3,Cabrio 1.8t Linear,cabrio,2005,245000,150,Automatic,Petrol,8.6,3,Blue,29018,Málaga,Private,4999
BMW,X5,4.4i,suv,2001,150000,286,Automatic,Petrol,13.9,5,Blue,29603,Málaga,Private,5500
Peugeot,2008,1.2 PureTech S,suv,2019,54448,82,Manual,Petrol,5.0,5,Blue,29620,Málaga,Private,14400
Mazda,CX-5,2.0 GE 4WD 160 Auto Lux Premium,suv,2016,100500,160,Automatic,Petrol,6.6,5,Blue,29566,Málaga,Private,16250
BMW,X5,3.0sd 286ch Luxe A,suv,2008,199000,286,Automatic,Diesel,8.2,5,Blue,29600,Málaga,Private,15900
Audi,SQ5,3.0 TDI quattro tiptronic,suv,2015,99999,313,Automatic,Diesel,6.8,5,Blue,29601,Málaga,Private,33900
Audi,A6 allroad,3.0TDI,suv,2007,237000,232,Manual,Diesel,8.4,5,Blue,29640,Málaga,Private,8500
Opel,Mokka X,1.6CDTi S,suv,2017,86000,136,Manual,Diesel,4.9,5,Blue,29600,Málaga,Private,12000
Mercedes-Benz,Vito Class,Furgón 116CDI Compacta,van,2012,316000,163,Manual,Diesel,7.5,5,Blue,29130,Málaga,Private,11500
Volkswagen,T5 California,"2,0l TDI",van,2011,149600,140,Manual,Diesel,7.1,5,Blue,29640,Málaga,Private,29900
Mercedes-Benz,Sprinter Class,Chasis Cabina 311CDI Largo,van,2007,271000,109,Manual,Diesel,9.2,5,Blue,29650,Málaga,Private,19500
Ford,Mondeo,Vignale Sedán 2.0 HEV,sedan,2016,73000,188,Automatic,Hybrid,4.2,5,Brown,29520,Málaga,Private,17900
Mercedes-Benz,A Class,CDI BE AMG Line,sedan,2015,68975,136,Automatic,Diesel,4.5,5,Brown,29601,Málaga,Private,22000
Citroen,C5,2.0HDI Seduction,sedan,2012,165000,140,Manual,Diesel,5.2,5,Brown,29640,Málaga,Private,6500
Audi,A3,2.0TDI CD Ambition 150,sedan,2015,120000,150,Manual,Diesel,4.1,5,Brown,29190,Málaga,Private,16700
Renault,Clio,TCe Zen 74kW,sedan,2020,11000,101,Manual,Petrol,4.3,5,Brown,29004,Málaga,Private,17900
BMW,1 Series,Serie 1 F20 5p. Diesel Efficient Dynamics Edition,sedan,2015,124000,116,Manual,Diesel,3.8,5,Brown,29130,Málaga,Private,13500
Lancia,MUSA,1.9Mtj Oro,minivan,2007,128400,101,Manual,Diesel,5.5,5,Brown,29010,Málaga,Private,4900
Mercedes-Benz,Viano Class,2.2CDI Ambiente Compacto 4M Aut.,minivan,2011,76000,163,Automatic,Diesel,8.9,5,Brown,29790,Málaga,Private,38900
Audi,A5,Cabrio 1.8 TFSI,cabrio,2012,97289,170,Manual,Petrol,6.2,3,Brown,29627,Málaga,Private,14800
BMW,X5,xDrive 30dA,suv,2012,182110,245,Automatic,Diesel,7.4,5,Brown,29015,Málaga,Private,14700
Mercedes-Benz,ML Class,BlueTec 4M 7G Plus,suv,2014,115800,258,Automatic,Diesel,7.2,5,Brown,29602,Málaga,Private,32500
Audi,Q7,3.0TDI Advanced Edition 204 Tiptronic,suv,2013,1670000,204,Automatic,Diesel,7.2,5,Brown,29130,Málaga,Private,23000
Skoda,Kodiaq,2.0TDI AB tech Style 4x4 DSG 140kW,suv,2017,25000,190,Automatic,Diesel,5.7,5,Brown,29100,Málaga,Private,44500
Mercedes-Benz,E Class,CDI,sedan,2003,190000,204,Automatic,Diesel,6.9,5,Bronze,29140,Málaga,Private,9900
MINI,Cooper Cabrio,Mini Cooper Cabrio Aut. 2013,cabrio,2013,96000,122,Automatic,Petrol,6.6,3,Bronze,29670,Málaga,Private,16500
Volkswagen,Touareg,3.0TDI V6 BMT TerrainTech Premium 193kW Tip.,suv,2017,46000,262,Automatic,Diesel,6.9,5,Bronze,29660,Málaga,Private,36500
Citroen,C4,VTi 95 Attraction,sedan,2012,142000,95,Manual,Petrol,6.1,5,Yellow,29130,Málaga,Private,7200
SEAT,Ibiza,1.9TDI Stylance 105,sedan,2009,180000,105,Manual,Diesel,4.5,5,Yellow,29520,Málaga,Private,6200
Mercedes-Benz,Vito Class,Mixto 115CDI Compacta,familiar,2003,261500,150,Manual,Diesel,8.1,5,Yellow,29013,Málaga,Private,6500
Audi,R8,4.2 FSI quattro R tronic,coupe,2010,98000,420,Automatic,Petrol,13.6,3,Yellow,29001,Málaga,Private,54000
Opel,GT,2.0 Turbo,cabrio,2008,62210,264,Manual,Petrol,9.2,3,Yellow,29680,Málaga,Private,14700
BMW,5 Series,Serie 5 G30 Diesel Efficient Dynamics,sedan,2017,57000,190,Automatic,Diesel,3.9,5,Grey,29003,Málaga,Private,29990
Alfa-Romeo,Giulietta,1.4 TB Distinctive 170,sedan,2013,167100,170,Manual,Petrol,7.0,5,Grey,29200,Málaga,Private,9900
Peugeot,208,1.4HDi Style,sedan,2015,70151,68,Manual,Diesel,3.8,5,Grey,29006,Málaga,Private,9500
Hyundai,Accent,1.6i GLS,sedan,2005,64000,105,Manual,Petrol,6.9,5,Grey,29320,Málaga,Private,2200
Alfa-Romeo,166,2.5 V6 24v,sedan,1999,130000,190,Manual,Petrol,11.4,5,Grey,29640,Málaga,Private,6500
SEAT,Leon,León 2.0TDI CR S fr,sedan,2015,110000,150,Manual,Diesel,4.3,5,Grey,29600,Málaga,Private,11000
Volkswagen,Golf,2.0TDI CR GTD,sedan,2010,168000,170,Manual,Diesel,5.3,5,Grey,29670,Málaga,Private,14300
Mercedes-Benz,C Class,d 7G Plus,sedan,2015,194000,170,Automatic,Diesel,4.3,5,Grey,29604,Málaga,Private,19950
Audi,S4,4.2 V8 quattro,sedan,2003,84543,344,Manual,Petrol,13.3,5,Grey,29600,Málaga,Private,12900
BMW,5 Series,Serie 5 E60 Diesel,sedan,2007,231000,163,Manual,Diesel,5.9,5,Grey,29190,Málaga,Private,8999
Mercedes-Benz,A Class,d 7G-DCT,sedan,2018,130000,136,Automatic,Diesel,3.8,5,Grey,29660,Málaga,Private,18500
Mercedes-Benz,S Class,CDI,sedan,2006,183000,204,Automatic,Diesel,7.7,5,Grey,29630,Málaga,Private,5950
Fiat,Bravo,1.9Mjt Active 120,sedan,2007,150000,120,Manual,Diesel,5.3,5,Grey,29640,Málaga,Private,2900
Mercedes-Benz,C Class,CDI Avantgarde AMG 7G (14.75) AMG Avantgarde,sedan,2009,115000,224,Automatic,Diesel,6.9,5,Grey,29780,Málaga,Private,17999
Audi,A5,Sportback 3.0TDI quattro 245,sedan,2013,200000,245,Automatic,Diesel,4.9,5,Grey,29600,Málaga,Private,17500
SEAT,Ibiza,1.6TDI CR Style 90,sedan,2015,103000,90,Manual,Diesel,4.2,5,Grey,29680,Málaga,Private,9000
Citroen,C5,2.0HDI Exclusive FAP CAS,sedan,2006,265000,136,Automatic,Diesel,7.1,5,Grey,29010,Málaga,Private,3000
Chrysler,New Yorker,Full Equipe,sedan,1997,165000,211,Automatic,Petrol,13.9,5,Grey,29006,Málaga,Private,5995
Mercedes-Benz,E Class,CDI Elegance,sedan,2006,148000,189,Manual,Diesel,7.2,5,Grey,29640,Málaga,Private,9500
Mercedes-Benz,E Class,CDI BE Avantgarde 7G Plus,sedan,2012,180000,265,Automatic,Diesel,5.8,5,Grey,29603,Málaga,Private,23000
Mercedes-Benz,A Class,d 7G-DCT,sedan,2017,141000,177,Automatic,Diesel,4.1,5,Grey,29007,Málaga,Private,20200
Renault,Megane,Mégane 1.5dCi Energy Zen 81kW,sedan,2018,48000,110,Manual,Diesel,3.7,5,Grey,29601,Málaga,Private,13900
Mercedes-Benz,C Class,CDI Classic,sedan,2002,310000,116,Manual,Diesel,6.1,5,Grey,29003,Málaga,Private,2000
Ford,Fiesta,1.8 TDdi Ghia,sedan,2000,120000,75,Manual,Diesel,5.4,5,Grey,29651,Málaga,Private,990
BMW,3 Series,3er Touring Aut. Edition Lifestyle,familiar,2010,40424,143,Automatic,Petrol,6.8,5,Grey,29604,Málaga,Private,11500
Citroen,Berlingo,Combi 1.9D SX,familiar,2004,180000,68,Manual,Diesel,6.9,5,Grey,29320,Málaga,Private,2200
Mercedes-Benz,Vito Class,111CDI L Larga 116,familiar,2008,295000,116,Manual,Diesel,8.1,5,Grey,29730,Málaga,Private,7000
BMW,5 Series,Serie 5 F11 Touring Diesel Touring,familiar,2012,170000,163,Manual,Diesel,5.1,5,Grey,29690,Málaga,Private,11000
Renault,Trafic,2.0dCi Combi9 29 LN 115,familiar,2008,280000,114,Manual,Diesel,7.9,5,Grey,29754,Málaga,Private,5200
Opel,Meriva,1.4 Selection,familiar,2014,123000,120,Manual,Petrol,6.3,5,Grey,29649,Málaga,Private,7400
SEAT,Ibiza,ST 1.6TDI CR Style 90,familiar,2014,120000,90,Manual,Diesel,4.2,5,Grey,29649,Málaga,Private,7500
Peugeot,307,SW 1.6,familiar,2006,82400,109,Manual,Petrol,7.7,5,Grey,29003,Málaga,Private,3290
Mercedes-Benz,CLA Class,Shooting Brake,familiar,2020,7000,163,Manual,Petrol,5.5,5,Grey,29004,Málaga,Private,39900
Mercedes-Benz,CLA Class,Shooting Brake 7G-DCT,familiar,2017,85000,122,Automatic,Diesel,6.3,5,Grey,29018,Málaga,Private,18000
BMW,5 Series,Serie 5 F11 Touring Diesel Motorsport,familiar,2016,94000,218,Automatic,Diesel,5.2,5,Grey,29651,Málaga,Private,24500
Volkswagen,Golf Variant,1.6TDI Business and Navi Ed. Business and Navi Ed,familiar,2018,53000,116,Manual,Diesel,4.2,5,Grey,29602,Málaga,Private,17000
Fiat,Doblo,Panorama 1.3Mjt Active N1 E5,familiar,2012,143000,90,Manual,Diesel,4.8,5,Grey,29130,Málaga,Private,6500
Volkswagen,Touran,2.0TDI Advance DSG,minivan,2005,262000,140,Automatic,Diesel,6.0,5,Grey,29580,Málaga,Private,4800
Mercedes-Benz,V Class,d Largo Exclusive 7G Tronic,minivan,2016,86000,190,Automatic,Diesel,6.0,5,Grey,29010,Málaga,Private,45000
Mercedes-Benz,Viano Class,2.2CDI Trend Compacta,minivan,2004,235000,150,Manual,Diesel,8.8,5,Grey,29400,Málaga,Private,10900
Volkswagen,Sharan,2.0TDI Sport BMT DSG 170,minivan,2011,115000,170,Automatic,Diesel,5.9,5,Grey,29651,Málaga,Private,14800
Opel,Zafira,1.9 CDTI Elégance,minivan,2006,875200,120,Manual,Diesel,6.1,5,Grey,29620,Málaga,Private,1800
Porsche,911,GT3 Touring Pack Manual,coupe,2018,12990,500,Manual,Petrol,12.9,3,Grey,29018,Málaga,Private,187900
Audi,RS7,Sportback 4.0 TFSI quattro Tiptronic,coupe,2016,130000,560,Automatic,Petrol,9.5,3,Grey,29001,Málaga,Private,59900
Mercedes-Benz,C Class,Sportcoupé CDI,coupe,2003,105000,143,Manual,Diesel,6.2,3,Grey,29639,Málaga,Private,5000
BMW,3 Series,Serie 3 E92 Coupé Coupé,coupe,2007,178000,306,Manual,Petrol,9.1,3,Grey,29312,Málaga,Private,17500
Peugeot,308,1.6 VTi 120CV CC Active,coupe,2013,48500,120,Manual,Petrol,6.7,3,Grey,29651,Málaga,Private,12500
BMW,X6,xDrive 35dA,coupe,2009,213000,286,Automatic,Diesel,8.3,3,Grey,29754,Málaga,Private,18000
Mercedes-Benz,C Class,Sportcoupé K Sport Edition,coupe,2007,130000,143,Manual,Petrol,8.2,3,Grey,29601,Málaga,Private,5500
Mercedes-Benz,CLC Class,K,coupe,2008,231100,143,Manual,Petrol,7.7,3,Grey,29006,Málaga,Private,5400
BMW,3 Series,Serie 3 E92 Coupé Coupé Aut.,coupe,2007,128500,306,Automatic,Petrol,9.2,3,Grey,29010,Málaga,Private,16995
smart,forTwo,Cabrio 66 Passion Aut.,cabrio,2019,36356,90,Automatic,Petrol,4.3,3,Grey,29640,Málaga,Private,16500
Fiat,500C,1.2 Pop,cabrio,2015,110000,69,Manual,Petrol,5.1,3,Grey,29620,Málaga,Private,8900
Mercedes-Benz,SLK Class,Aut.,cabrio,2006,170500,360,Automatic,Petrol,12.0,3,Grey,29190,Málaga,Private,22000
Mazda,MX-5,Roadster Coupé 1.8 Active,cabrio,2009,129000,126,Manual,Petrol,7.3,3,Grey,29751,Málaga,Private,9900
Volkswagen,Golf Cabriolet,Cabrio 1.4 TSI DSG 122,cabrio,2012,93000,122,Automatic,Petrol,6.3,3,Grey,29679,Málaga,Private,14950
Volkswagen,Beetle,Cabrio 1.9TDI,cabrio,2005,91000,99,Manual,Diesel,5.5,3,Grey,29650,Málaga,Private,7500
Mercedes-Benz,SLK Class,Kompressor,cabrio,2006,100000,163,Manual,Petrol,8.7,3,Grey,29130,Málaga,Private,11000
Mercedes-Benz,CLK Class,Cabrio Sport,cabrio,1998,261000,218,Automatic,Petrol,11.0,3,Grey,29649,Málaga,Private,5700
Audi,R8,Spyder 5.2 FSI V10 quattro S-Tronic,cabrio,2018,19000,612,Automatic,Petrol,11.7,3,Grey,29600,Málaga,Private,169000
Skoda,Octavia,Scout 1.8 TSI 4x4,suv,2010,178600,160,Manual,Petrol,7.8,5,Grey,29004,Málaga,Private,7000
Land-Rover,Range Rover Sport,3.0SDV6 Autobiography 306 Aut.,suv,2015,153000,306,Automatic,Diesel,7.0,5,Grey,29620,Málaga,Private,33000
Mercedes-Benz,GLE Class,Clase W166 4Matic Aut.,suv,2017,43500,367,Automatic,Petrol,8.6,5,Grey,29660,Málaga,Private,60000
BMW,X5,X5 3.0 D_235 Cv,suv,2007,276500,235,Automatic,Diesel,9.4,5,Grey,29740,Málaga,Private,14500
BMW,X5,xDrive35i,suv,2014,120000,306,Automatic,Petrol,8.5,5,Grey,29678,Málaga,Private,34000
Nissan,Qashqai,1.7dCI N-Connecta 4x2,suv,2020,32000,150,Manual,Diesel,4.7,5,Grey,29006,Málaga,Private,23000
Mitsubishi,Montero,3.2DI-D Intense Kaiteki Aut.,suv,2005,245000,160,Automatic,Diesel,10.5,5,Grey,29017,Málaga,Private,10500
Porsche,Cayenne,Diesel 245 Aut.,suv,2012,154895,245,Automatic,Diesel,7.2,5,Grey,29010,Málaga,Private,19500
