Year,Kms,Hp,Fuel_cons,Doors,Category_Convertible,Category_Coupe,Category_Minivan,Category_Sedan,Category_Small,Category_Suv,Category_Van,Category_Wagon,Gear_type_Automatic,Gear_type_Manual,Fuel_type_Compressed Natural Gas \(CNG\),Fuel_type_Diesel,Fuel_type_Electric,Fuel_type_Hybrid,Fuel_type_Petrol,Brand_encoded,Model_encoded,Colour_encoded,Province_encoded,Price_EUR
2002,174000,121,7.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2995
2017,21000,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20597.986666666668,15819.39518555667,27847.415232443127,28900
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2015,119765,184,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,15819.39518555667,27847.415232443127,21490
2008,156134,170,6.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,15819.39518555667,27847.415232443127,10990
2004,200000,192,10.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,20776.389012270738,15819.39518555667,27847.415232443127,4990
2016,83118,190,4.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,23392.097902097903,15819.39518555667,27847.415232443127,22710
2017,91785,190,4.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,23392.097902097903,15819.39518555667,27847.415232443127,28500
2018,115965,150,4.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13562.08540925267,17256.5,15819.39518555667,27847.415232443127,20200
2016,63166,95,3.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,16340.357798165138,15819.39518555667,27847.415232443127,13490
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2017,130890,109,3.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15866.760416666666,15819.39518555667,27847.415232443127,15990
2019,17714,163,4.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,23392.097902097903,15819.39518555667,27847.415232443127,48800
2015,220000,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,15819.39518555667,27847.415232443127,9800
2004,162622,135,7.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11611.048120300751,3086.7884615384614,15819.39518555667,27847.415232443127,2650
2013,149000,136,5.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14715.525050100201,11738.6875,15819.39518555667,27847.415232443127,8990
2013,149000,136,5.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14715.525050100201,11738.6875,15819.39518555667,27847.415232443127,8990
2015,119765,184,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,15819.39518555667,27847.415232443127,21490
2015,119765,184,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,15819.39518555667,27847.415232443127,21490
2015,119765,184,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,15819.39518555667,27847.415232443127,21490
2015,119765,184,6.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,28579.558624031008,16928.746987951807,15819.39518555667,27847.415232443127,21490
2005,253306,197,7.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,11289.474520668477,15819.39518555667,27847.415232443127,6990
2007,310000,381,11.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,25450.42774566474,23756.671680575684,15819.39518555667,27847.415232443127,11900
1965,55910,110,13.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29532.89401165872,27406.0,15819.39518555667,27847.415232443127,19000
2016,35807,258,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,33813.70743820589,25942.62984273111,27847.415232443127,51990
2014,138530,435,8.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,36980.895878252035,25942.62984273111,27847.415232443127,32990
2017,60077,136,5.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,19907
2019,8000,190,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,25942.62984273111,27847.415232443127,23000
2013,209000,258,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,19985.00000005238,25942.62984273111,27847.415232443127,21900
2018,102610,163,5.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20597.021739130436,25942.62984273111,27847.415232443127,18190
2017,107841,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,25942.62984273111,27847.415232443127,20900
2018,34500,265,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,19985.00000005238,25942.62984273111,27847.415232443127,47900
2018,52000,170,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,25942.62984273111,27847.415232443127,27500
2014,170000,143,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,12495
2017,57416,252,1.9,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28579.558624031008,26663.105218892968,25942.62984273111,27847.415232443127,25500
2017,62759,190,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,25942.62984273111,27847.415232443127,25400
2018,75000,190,4.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16928.746987951807,25942.62984273111,27847.415232443127,24900
2017,64198,170,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,25942.62984273111,27847.415232443127,30500
2018,91588,150,4.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13562.08540925267,17256.5,25942.62984273111,27847.415232443127,14990
2018,73000,192,6.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,18475.00579710145,22033.084905660377,25942.62984273111,27847.415232443127,22490
2019,60045,194,5.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,25942.62984273111,27847.415232443127,28690
2017,110653,150,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,18190
2010,340000,140,4.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,25942.62984273111,27847.415232443127,5800
2017,73000,150,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,25942.62984273111,27847.415232443127,17450
2017,99000,150,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,20850
2011,171400,150,5.4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,25450.42774566474,23756.671680575684,25942.62984273111,27847.415232443127,9990
2017,89000,265,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,19985.00000005238,25942.62984273111,27847.415232443127,42490
2018,82281,177,4.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24655.11111111111,25942.62984273111,27847.415232443127,23190
2012,166980,184,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,25942.62984273111,27847.415232443127,15150
2007,125000,207,8.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,10942.666666666666,25942.62984273111,27847.415232443127,14690
2007,125000,207,8.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,10942.666666666666,25942.62984273111,27847.415232443127,14690
2009,151730,131,6.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,3086.7884615384614,25942.62984273111,27847.415232443127,5700
2017,65600,110,4.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11424.584479371317,13019.79411764706,25942.62984273111,27847.415232443127,12390
2017,59800,190,5.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,25283.753424657534,25942.62984273111,27847.415232443127,33990
2012,166980,184,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,25942.62984273111,27847.415232443127,15150
2019,67856,110,3.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,8565.955489614244,25942.62984273111,27847.415232443127,15590
2017,138247,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,16490
2017,68772,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,25942.62984273111,27847.415232443127,24790
2021,10,92,5.4,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16479.117318435754,10846.823529411824,25942.62984273111,27847.415232443127,13290
2020,24525,72,4.8,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,11424.584479371317,9042.14569619939,25942.62984273111,27847.415232443127,7790
2011,189990,184,5.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,25942.62984273111,27847.415232443127,12990
2016,93126,170,4.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,29532.89401165872,24137.123711340206,25942.62984273111,27847.415232443127,18710
2017,199900,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,25942.62984273111,27847.415232443127,28900
2016,56248,150,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,19290
2017,101800,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,22900
2013,170000,190,5.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20503.562500000113,25942.62984273111,27847.415232443127,15990
2013,170000,190,5.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20503.562500000113,25942.62984273111,27847.415232443127,15990
2016,37791,140,6.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,17428.185185185186,12585.785714285714,25942.62984273111,27847.415232443127,14990
2016,92033,111,4.2,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,22419.18918918919,25942.62984273111,27847.415232443127,15390
1999,119000,170,9.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,23756.671680575684,25942.62984273111,27847.415232443127,4999
2013,207000,200,3.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15619.18091286307,16489.756756756757,25942.62984273111,27847.415232443127,10900
2016,101773,136,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20731.878787878788,25942.62984273111,27847.415232443127,19650
2018,56000,190,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,25942.62984273111,27847.415232443127,28490
2014,136800,184,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20597.986666666668,25942.62984273111,27847.415232443127,17990
2005,190000,272,10.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,26732.971830985916,25942.62984273111,27847.415232443127,6999
2021,27951,131,4.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15619.18091286307,16489.756756756757,25942.62984273111,27847.415232443127,23000
2021,27951,131,4.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,15619.18091286307,16489.756756756757,25942.62984273111,27847.415232443127,23000
2002,178240,306,13.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,9349.469459855052,25942.62984273111,27847.415232443127,7500
2014,92604,200,5.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20503.562500000113,25942.62984273111,27847.415232443127,18990
2003,111567,394,12.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23604.8785046729,7159.75349891972,25942.62984273111,27847.415232443127,14990
2003,111567,394,12.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,23604.8785046729,7159.75349891972,25942.62984273111,27847.415232443127,14990
2016,77532,95,3.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18475.00579710145,13569.318189542804,25942.62984273111,27847.415232443127,13990
2017,54060,320,6.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,23392.097902097903,25942.62984273111,27847.415232443127,37500
2006,139872,207,7.1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,7159.75349891972,25942.62984273111,27847.415232443127,7990
2017,44550,549,9.0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,105741.27848101266,58661.26470588218,25942.62984273111,27847.415232443127,104990
2003,145000,197,7.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,11289.474520668477,25942.62984273111,27847.415232443127,7990
2007,35038,190,7.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15308.067708080394,25942.62984273111,27847.415232443127,16900
2018,145000,150,4.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,13562.08540925267,17256.5,25942.62984273111,27847.415232443127,17950
2016,195899,150,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,25942.62984273111,27847.415232443127,11800
2015,144000,218,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,10614.310344836675,25942.62984273111,27847.415232443127,20990
2018,73000,190,5.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,26918.515603799187,24193.61373390558,25942.62984273111,27847.415232443127,32400
2007,168500,420,13.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26918.515603799187,73269.27925943618,25942.62984273111,27847.415232443127,27500
2003,150536,245,11.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,33813.70743820589,25942.62984273111,27847.415232443127,6100
2003,150536,245,11.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,33813.70743820589,25942.62984273111,27847.415232443127,6100
2008,278000,163,6.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19726.517699115044,13595.254018562913,25942.62984273111,27847.415232443127,4990
2015,175000,150,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,25942.62984273111,27847.415232443127,16950
2005,351592,170,10.7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29532.89401165872,4245.434179894495,25942.62984273111,27847.415232443127,3900
2002,256000,306,12.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,9349.469459855052,25942.62984273111,27847.415232443127,7700
2016,79069,150,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,17570
2017,68773,401,8.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,35258.65631889323,25942.62984273111,27847.415232443127,39490
2020,12858,250,7.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,23604.8785046729,20503.562500000113,25942.62984273111,27847.415232443127,55300
2020,8557,179,5.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23604.8785046729,20597.021739130436,25942.62984273111,27847.415232443127,43800
2016,99995,110,3.7,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,8565.955489614244,25942.62984273111,27847.415232443127,13490
2017,118000,179,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,23604.8785046729,20597.021739130436,25942.62984273111,27847.415232443127,18990
2005,168000,163,6.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,25942.62984273111,27847.415232443127,4600
2003,193000,143,7.2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,3490
2003,150536,245,11.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,33813.70743820589,25942.62984273111,27847.415232443127,6100
2003,150536,245,11.1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,33813.70743820589,25942.62984273111,27847.415232443127,6100
2020,12823,140,6.6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13832.590163934427,21311.400000000624,25942.62984273111,27847.415232443127,21190
2007,154000,120,5.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,10738.247881355932,2361.2600899750837,25942.62984273111,27847.415232443127,3800
1998,145347,140,9.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,16479.117318435754,23756.671680575684,25942.62984273111,27847.415232443127,2250
2017,121207,122,3.8,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,26918.515603799187,19818.70764119601,25942.62984273111,27847.415232443127,17990
2014,42843,211,5.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,20748.750016852773,25942.62984273111,27847.415232443127,32000
2011,119152,184,7.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,29532.89401165872,20832.27272949017,25942.62984273111,27847.415232443127,15900
2017,110638,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,25942.62984273111,27847.415232443127,21690
2018,37998,132,5.4,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,11611.048120300751,8565.955489614244,25942.62984273111,27847.415232443127,15490
2018,36468,194,4.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,25942.62984273111,27847.415232443127,30990
2016,84000,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,25942.62984273111,27847.415232443127,20890
2003,89200,143,7.2,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,28579.558624031008,16357.166666666666,25942.62984273111,27847.415232443127,6650
2017,62826,145,5.5,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15100.345498783456,11720.63492063492,25942.62984273111,27847.415232443127,15374
2014,68759,140,5.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,22221.02281021898,27847.415232443127,14990
2018,76760,131,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,15913.977272727272,22221.02281021898,27847.415232443127,13190
2017,153531,141,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13832.590163934427,15014.72222222223,22221.02281021898,27847.415232443127,12549
2015,112300,124,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15152.037647058823,13225.7,22221.02281021898,27847.415232443127,10900
2015,112300,124,4.3,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,15152.037647058823,13225.7,22221.02281021898,27847.415232443127,10900
2020,30742,150,4.4,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,19726.517699115044,26742.569358684297,22221.02281021898,27847.415232443127,25790
2016,109573,190,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13562.08540925267,17256.5,22221.02281021898,27847.415232443127,20093
2014,168043,190,4.3,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,20597.986666666668,22221.02281021898,27847.415232443127,16500
2012,194096,306,6.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,26732.971830985916,22221.02281021898,27847.415232443127,16500
2012,61340,86,5.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26918.515603799187,15095.810344827587,22221.02281021898,27847.415232443127,10750
2012,61340,86,5.1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,26918.515603799187,15095.810344827587,22221.02281021898,27847.415232443127,10750
2016,139532,136,4.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,22221.02281021898,27847.415232443127,11990
2016,139532,136,4.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,22221.02281021898,27847.415232443127,11990
2016,139532,136,4.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,22221.02281021898,27847.415232443127,11990
2017,137603,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20776.389012270738,22221.02281021898,27847.415232443127,27990
2016,139532,136,4.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,22221.02281021898,27847.415232443127,11990
2016,139532,136,4.9,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,22221.02281021898,27847.415232443127,11990
2018,76000,188,4.2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,13271.07512315271,11978.241758241758,22221.02281021898,27847.415232443127,21600
2017,137603,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20776.389012270738,22221.02281021898,27847.415232443127,27990
2017,137603,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20776.389012270738,22221.02281021898,27847.415232443127,27990
2017,137603,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20776.389012270738,22221.02281021898,27847.415232443127,27990
2017,137603,190,4.5,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,28579.558624031008,20597.986666666668,22221.02281021898,27847.415232443127,27990
2018,44241,211,5.7,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,31671.216216216213,22221.02281021898,27847.415232443127,29000
2012,72940,69,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5902.38098918139,5128.644453070397,22221.02281021898,27847.415232443127,6250
2012,72940,69,4.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5902.38098918139,5128.644453070397,22221.02281021898,27847.415232443127,6250
2015,123500,211,5.8,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,29532.89401165872,20748.750016852773,22221.02281021898,27847.415232443127,26990
2013,149500,136,5.1,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,14715.525050100201,11738.6875,22221.02281021898,27847.415232443127,9900
2011,104000,150,5.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,12803.411764705883,6287.6796587810895,22221.02281021898,27847.415232443127,11200
2016,147003,150,4.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,18031.51702395965,15644.752100840336,22221.02281021898,27847.415232443127,14500
2011,130480,140,4.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,22221.02281021898,27847.415232443127,9450
2011,130480,140,4.6,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,18031.51702395965,15644.752100840336,22221.02281021898,27847.415232443127,9450
2014,107000,170,4.4,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,29532.89401165872,24137.123711340206,22221.02281021898,27847.415232443127,19500
2018,34000,150,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,19818.70764119601,22221.02281021898,27847.415232443127,24900
2013,114000,140,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,13271.07512315271,11978.241758241758,22221.02281021898,27847.415232443127,8990
2019,14378,122,3.3,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15152.037647058823,11914.315969832523,23756.671680575684,27847.415232443127,18990
2020,40000,129,4.7,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,10617.727272727272,11897.198073379715,44498.7,27847.415232443127,16990
2006,59959,145,7.9,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,13271.07512315271,11978.241758241758,44498.7,27847.415232443127,5450
2017,78577,110,3.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,15913.977272727272,44498.7,27847.415232443127,13890
2017,130000,131,3.9,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11611.048120300751,15913.977272727272,44498.7,27847.415232443127,13100
2018,86548,110,3.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,8565.955489614244,44498.7,27847.415232443127,12590
2018,86548,110,3.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,8565.955489614244,44498.7,27847.415232443127,12590
2017,119990,190,4.0,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,28579.558624031008,16928.746987951807,44498.7,27847.415232443127,17990
2018,77663,110,3.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,11611.048120300751,15913.977272727272,24123.619593345655,27847.415232443127,14690
2018,109736,99,4.0,5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11424.584479371317,13019.79411764706,24123.619593345655,27847.415232443127,10890
2017,121488,272,5.5,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26918.515603799187,24193.61373390558,24123.619593345655,27847.415232443127,33590
2018,57781,166,6.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,10738.247881355932,12288.591463414634,24123.619593345655,27847.415232443127,14590
2017,81990,109,3.7,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,15866.760416666666,24123.619593345655,27847.415232443127,17190
2018,47973,116,4.2,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,15357.711086226203,25283.753424657534,24123.619593345655,27847.415232443127,14990
2017,99583,170,5.6,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,10738.247881355932,12288.591463414634,24123.619593345655,27847.415232443127,16500
2019,39000,194,4.8,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,29532.89401165872,24137.123711340206,24123.619593345655,27847.415232443127,36490
